City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,okha,53.5739,142.9478,291.04,79,92,4.46,RU,1691797916
295,callao,-12.0667,-77.15,294.31,73,100,6.69,PE,1691797916
296,chibougamau,49.9168,-74.3659,286.94,88,100,5.14,CA,1691797640
297,atafu village,-8.5421,-172.5159,301.18,64,41,4.25,TK,1691797917
298,bredy,52.4153,60.3411,285.84,70,1,3.86,RU,1691797917
299,kudahuvadhoo,2.6708,72.8944,300.68,74,99,5.22,MV,1691797917
300,vila velha,-20.3297,-40.2925,296.12,83,0,4.63,BR,1691797917
301,mata-utu,-13.2816,-176.1745,300.71,75,35,2.29,WF,1691797917
302,wuwei,37.9281,102.6414,297.08,40,1,1.58,CN,1691797917
303,bishunpur urf maharajganj,26.2519,83.1186,300.33,76,100,2.9,IN,1691797917
304,mariehamn,60.0973,19.9348,286.38,82,0,3.6,AX,1691797918
305,rani,25.3503,73.3089,298.58,80,100,4.44,IN,1691797918
306,mount isa,-20.7333,139.5,295.02,40,40,1.03,AU,1691797918
307,russkiy kameshkir,52.8589,46.0892,292.06,51,44,3.78,RU,1691797918
308,san andres,12.5847,-81.7006,303.16,79,20,4.63,CO,1691797918
309,lashio,22.9333,97.75,293.64,100,100,0.25,MM,1691797918
310,anadyr,64.75,177.4833,283.43,87,100,3.0,RU,1691797918
311,khash,28.2211,61.2158,298.0,19,0,1.07,IR,1691797919
312,phulpur,25.55,82.1,301.15,67,100,3.88,IN,1691797919
313,tamiahua,21.2667,-97.45,303.58,78,43,6.91,MX,1691797919
314,rudnyy,52.9594,63.1206,284.28,71,92,4.54,KZ,1691797919
315,amga,60.8953,131.9608,294.31,70,73,2.29,RU,1691797919
316,santa rosa misiones,-26.8667,-56.85,293.87,73,58,5.02,PY,1691797919
317,pimentel,-6.8367,-79.9342,295.31,78,100,7.2,PE,1691797919
318,nakonde,-9.3421,32.745,283.84,81,0,2.56,ZM,1691797920
319,carahue,-38.7,-73.1667,277.8,96,52,0.52,CL,1691797920
320,sandnessjoen,66.0217,12.6316,285.44,85,100,1.45,NO,1691797920
321,fortuna,40.5982,-124.1573,295.89,71,20,7.72,US,1691797920
322,purna,19.1833,77.05,296.9,83,53,3.52,IN,1691797920
323,pokrovsk,48.282,37.1758,291.58,98,40,4.02,UA,1691797920
324,misasi,-3.0,33.0833,295.19,61,52,1.5,TZ,1691797920
325,narvik,68.4384,17.4272,288.92,77,97,3.05,NO,1691797921
326,morehead city,34.7229,-76.726,302.16,83,40,4.63,US,1691797921
327,taranagar,28.6709,75.0351,303.02,57,26,7.86,IN,1691797921
328,enewetak,11.3474,162.3373,301.64,75,94,6.73,MH,1691797921
329,arica,-18.475,-70.3042,291.28,77,100,5.66,CL,1691797726
330,umba,66.6871,34.3429,287.52,88,96,1.57,RU,1691797921
331,tolanaro,-25.0319,46.9987,286.19,94,20,1.03,MG,1691797921
332,port blair,11.6667,92.75,300.48,82,100,7.15,IN,1691797922
333,tazacorte,28.629,-17.9293,299.69,61,0,7.2,ES,1691797922
334,acapulco de juarez,16.8634,-99.8901,304.05,66,75,2.57,MX,1691797922
335,kone,-21.0595,164.8658,296.39,38,4,2.43,NC,1691797922
336,bandarbeyla,9.4942,50.8122,296.41,88,3,12.6,SO,1691797922
337,crane,31.3974,-102.3501,312.63,18,0,4.36,US,1691797922
338,kingston,17.997,-76.7936,302.73,75,20,7.72,JM,1691797750
339,karatau,43.1667,70.4667,293.0,55,0,2.9,KZ,1691797923
340,port alfred,-33.5906,26.891,292.78,42,1,3.72,ZA,1691797923
341,puerto madero,14.7208,-92.4215,303.13,74,60,4.51,MX,1691797923
342,touros,-5.1989,-35.4608,296.71,79,5,5.2,BR,1691797923
343,kamiiso,41.8167,140.65,299.36,83,75,7.2,JP,1691797923
344,kimberley,-28.7323,24.7623,283.98,50,2,4.12,ZA,1691797924
345,oum hadjer,13.2954,19.6966,299.51,73,100,2.17,TD,1691797924
346,hluti,-27.2167,31.6167,284.3,84,0,1.45,SZ,1691797924
347,olinda,-8.0089,-34.8553,300.0,69,75,4.63,BR,1691797924
348,shiprock,36.7855,-108.687,304.34,29,97,4.72,US,1691797924
349,labasa,-16.4167,179.3833,297.79,72,99,5.09,FJ,1691797924
350,revda,56.801,59.9303,282.78,89,13,1.64,RU,1691797925
351,arkhangel'sk,64.5401,40.5433,291.23,82,0,2.41,RU,1691797925
352,mejit,10.2753,170.8646,301.51,73,81,8.0,MH,1691797925
353,paita,-5.0892,-81.1144,294.65,82,2,7.53,PE,1691797925
354,villa gesell,-37.2639,-56.973,280.96,57,21,10.39,AR,1691797748
355,novodvinsk,64.4165,40.8122,291.02,82,0,2.25,RU,1691797926
356,jiagedaqi,50.4167,124.1167,291.56,96,100,3.07,CN,1691797926
357,adrar,20.5022,-10.0711,305.51,40,88,4.77,MR,1691797926
358,port saint john's,-31.6229,29.5448,291.41,57,0,3.43,ZA,1691797926
359,gafanha da nazare,40.6362,-8.7134,295.38,92,75,3.41,PT,1691797926
360,lerwick,60.1545,-1.1494,285.15,93,14,3.06,GB,1691797927
361,lumberton,34.6182,-79.0086,304.32,79,0,4.12,US,1691797927
362,berbera,10.4396,45.0143,305.63,42,50,7.61,SO,1691797927
363,lalibela,12.0333,39.0333,287.82,75,49,0.11,ET,1691797927
364,ust'-ilimsk,58.0006,102.6619,291.48,60,100,1.31,RU,1691797927
365,lompoc,34.6391,-120.4579,302.47,72,40,5.14,US,1691797927
366,caleta de carquin,-11.0925,-77.6267,292.34,83,48,4.65,PE,1691797928
367,salinopolis,-0.6136,-47.3561,299.99,77,45,5.47,BR,1691797873
368,ha giang,22.8333,104.9833,299.07,96,55,0.37,VN,1691797928
369,hadyach,50.3711,33.991,289.78,98,100,3.86,UA,1691797928
370,rudnichnyy,59.617,52.4703,285.81,83,0,0.38,RU,1691797928
371,leninskoye,41.7589,69.3864,293.97,42,0,1.1,KZ,1691797928
372,arkalyk,50.2486,66.9114,288.84,60,95,4.01,KZ,1691797929
373,malabar,-33.9667,151.25,290.21,60,0,3.6,AU,1691797929
374,vila franca do campo,37.7167,-25.4333,295.38,90,53,2.32,PT,1691797929
375,yeppoon,-23.1333,150.7333,293.03,49,0,0.65,AU,1691797929
376,pasuquin,18.3328,120.6177,302.12,79,75,2.57,PH,1691797929
377,jamestown,42.097,-79.2353,295.95,60,20,1.54,US,1691797683
378,tlahualilo de zaragoza,26.1167,-103.45,310.19,17,85,0.44,MX,1691797929
379,kill devil hills,36.0307,-75.676,302.03,75,0,3.6,US,1691797930
380,cole harbour,44.6724,-63.4751,294.81,88,59,4.92,CA,1691797930
381,nouadhibou,20.931,-17.0347,298.14,88,20,4.12,MR,1691797930
382,praia da vitoria,38.7333,-27.0667,296.29,83,40,3.28,PT,1691797930
383,copiapo,-27.3667,-70.3333,286.98,51,3,0.44,CL,1691797757
384,pop,40.8736,71.1089,297.42,38,39,1.22,UZ,1691797930
385,willows,39.5243,-122.1936,308.4,16,6,4.62,US,1691797931
386,naze,28.3667,129.4833,300.66,80,8,1.51,JP,1691797931
387,zvishavane,-20.3267,30.0665,286.66,66,50,1.31,ZW,1691797931
388,pijijiapan,15.7011,-93.23,303.17,76,32,2.07,MX,1691797931
389,cauayan,9.9718,122.6249,299.78,85,99,2.18,PH,1691797931
390,umm as sahik,26.6536,49.9164,307.25,63,0,1.95,SA,1691797931
391,nova sintra,14.8667,-24.7167,296.7,71,77,1.42,CV,1691797932
392,tena,-0.9833,-77.8167,295.04,93,91,0.65,EC,1691797932
393,liwale,-9.7667,37.9333,289.05,95,0,1.23,TZ,1691797932
394,margate,51.3813,1.3862,291.41,86,100,1.34,GB,1691797932
395,iho,5.5667,7.1,295.1,96,100,1.39,NG,1691797932
396,la gi,10.6667,107.7833,299.65,88,61,3.96,VN,1691797932
397,ryotsu-minato,38.0833,138.4333,302.59,71,66,0.51,JP,1691797933
398,fada,9.5667,8.3,292.92,97,53,0.66,NG,1691797933
399,san juan de miraflores,-12.1629,-76.9635,293.44,81,43,4.2,PE,1691797933
400,iwanai,42.9744,140.5089,302.38,62,3,0.17,JP,1691797933
401,trairi,-3.2778,-39.2689,298.64,79,7,5.33,BR,1691797933
402,batticaloa,7.7102,81.6924,298.45,85,56,1.25,LK,1691797934
403,golfito,8.639,-83.166,298.8,89,100,0.93,CR,1691797934
404,gazipasa,36.2694,32.3179,297.2,88,0,2.06,TR,1691797934
405,berdigestyakh,62.0989,126.6992,290.76,94,100,3.93,RU,1691797934
406,morrope,-6.5417,-80.0111,295.21,77,40,5.81,PE,1691797934
407,port arthur,38.8,121.2667,300.27,68,83,3.08,CN,1691797934
408,maitum,6.0392,124.4986,301.34,71,88,1.3,PH,1691797935
409,kijang,35.2442,129.2139,300.0,77,69,1.97,KR,1691797935
410,kandi,11.1342,2.9386,295.51,95,96,0.84,BJ,1691797935
411,fort st. john,56.2499,-120.8529,294.09,43,75,7.72,CA,1691797304
412,mount gambier,-37.8333,140.7667,284.28,94,100,1.22,AU,1691797935
413,turuntayevo,52.2,107.6167,288.2,66,0,0.72,RU,1691797935
414,vernon,50.2581,-119.2691,304.42,23,78,2.17,CA,1691797936
415,lamu,-2.2717,40.902,297.27,85,58,5.28,KE,1691797936
416,port loko,8.7667,-12.7833,296.31,96,100,1.86,SL,1691797936
417,sosnovo-ozerskoye,52.5249,111.5418,287.16,82,32,2.48,RU,1691797936
418,odoyev,53.9393,36.6864,290.84,86,100,4.64,RU,1691797936
419,lisala,2.15,21.5167,295.04,98,91,0.55,CD,1691797936
420,itanhem,-17.1664,-40.33,292.23,93,41,2.79,BR,1691797937
421,druskininkai,54.0167,23.9667,285.9,79,47,1.82,LT,1691797937
422,labrador city,52.9463,-66.9114,289.1,67,75,2.06,CA,1691797937
423,primorskiy,43.0983,131.5875,292.86,95,99,6.55,RU,1691797937
424,mabaruma,8.2,-59.7833,297.91,88,29,1.61,GY,1691797937
425,deogarh,21.5333,84.7333,298.29,86,100,1.67,IN,1691797937
426,djibouti,11.5,42.5,304.24,40,57,1.62,DJ,1691797938
427,rabigh,22.7986,39.0349,303.82,53,24,3.85,SA,1691797938
428,gadzhiyevo,69.2551,33.3362,289.13,64,95,3.56,RU,1691797938
429,mirpur sakro,24.5474,67.6277,300.44,79,96,8.13,PK,1691797938
430,dauphin,51.1494,-100.0502,289.23,94,100,3.09,CA,1691797938
431,iskushuban,10.2837,50.23,299.61,57,1,8.57,SO,1691797938
432,gargalianoi,37.0667,21.6333,294.46,70,96,1.49,GR,1691797939
433,abomsa,9.9833,39.9833,294.44,66,70,2.01,ET,1691797939
434,san antonio de pale,-1.4014,5.6325,297.1,88,66,5.27,GQ,1691797939
435,saint croix,17.7397,-64.7388,303.4,66,0,4.12,VI,1691797939
436,gaspe,48.8334,-64.4819,288.1,100,100,2.57,CA,1691797725
437,kyaukse,21.6,96.1333,299.19,79,100,2.97,MM,1691797939
438,smara,26.7384,-11.6719,310.05,9,0,4.77,EH,1691797940
439,castellammare del golfo,38.0188,12.8858,297.71,63,1,1.09,IT,1691797940
440,carnarvon,-24.8667,113.6333,292.58,80,1,0.96,AU,1691797940
441,tarariras,-34.2833,-57.6167,281.57,36,0,7.51,UY,1691797940
442,guisa,20.255,-76.5386,297.6,86,99,1.43,CU,1691797940
443,lewiston orchards,46.3804,-116.9754,306.76,22,0,6.69,US,1691797940
444,malmberget,67.1753,20.6549,283.46,93,75,1.54,SE,1691797941
445,el charco,2.4769,-78.1105,298.27,92,97,2.22,CO,1691797941
446,bonthe,7.5264,-12.505,298.56,81,100,4.63,SL,1691797941
447,katabu,-4.9333,122.5167,299.89,66,74,3.62,ID,1691797941
448,vladimiro-aleksandrovskoye,42.8944,133.0778,294.93,92,85,4.79,RU,1691797941
449,saldanha,-33.0117,17.9442,287.18,93,15,1.85,ZA,1691797941
450,falkenberg,56.9055,12.4912,290.23,100,99,5.07,SE,1691797941
451,mahanoro,-19.9,48.8,292.24,91,50,1.25,MG,1691797942
452,kavaratti,10.5669,72.642,301.15,70,100,7.5,IN,1691797942
453,north bay,46.3168,-79.4663,293.12,77,75,1.54,CA,1691797942
454,melioratorov,57.2107,65.6077,281.36,100,0,3.0,RU,1691797942
455,asau,46.4333,26.4,290.66,86,40,1.67,RO,1691797943
456,padre las casas,18.7317,-70.9392,296.66,86,96,0.39,DO,1691797943
457,kurmuk,10.55,34.2833,294.54,91,100,1.31,SD,1691797943
458,ola,59.5833,151.2833,293.23,76,24,1.34,RU,1691797943
459,hilo,19.7297,-155.09,300.51,89,100,1.54,US,1691797792
460,tatsinskiy,48.1968,41.2756,297.91,57,73,6.56,RU,1691797943
461,glace bay,46.1969,-59.957,293.59,97,100,5.36,CA,1691797944
462,port elizabeth,-33.918,25.5701,285.31,76,0,2.57,ZA,1691797944
463,kenora,49.8167,-94.4337,288.69,94,100,3.09,CA,1691797905
464,puri,19.8,85.85,300.44,77,99,4.74,IN,1691797944
465,felege neway,6.3,36.8833,289.74,81,70,0.74,ET,1691797944
466,kuala belait,4.5833,114.1833,298.24,84,96,1.94,BN,1691797749
467,shatrovo,56.5167,64.6333,281.46,79,56,3.71,RU,1691797945
468,besisahar,28.2313,84.3761,297.27,98,100,0.81,NP,1691797945
469,khovd,48.0056,91.6419,293.57,40,100,3.29,MN,1691797945
470,el nido,11.1858,119.3956,301.65,78,79,5.27,PH,1691797945
471,lichuan,30.3,108.85,295.45,83,87,0.67,CN,1691797945
472,noosa heads,-26.3833,153.15,295.56,53,1,3.82,AU,1691797945
473,auki,-8.7676,160.7034,300.52,77,66,5.59,SB,1691797946
474,hastings,50.8552,0.5729,290.88,50,99,4.31,GB,1691797946
475,marsh harbour,26.5412,-77.0636,303.22,70,10,4.44,BS,1691797946
476,mirnyy,62.5353,113.9611,289.95,82,99,0.89,RU,1691797946
477,zhezqazghan,47.7833,67.7667,288.4,50,1,3.87,KZ,1691797946
478,reggane,26.7158,0.1714,309.05,11,0,8.36,DZ,1691797947
479,muroto-misakicho,33.2833,134.15,300.95,70,0,0.85,JP,1691797947
480,leava,-14.3,-178.1667,299.29,85,67,8.01,WF,1691797947
481,kalmunai,7.4167,81.8167,298.84,82,68,1.45,LK,1691797947
482,guiratinga,-16.3494,-53.7583,300.29,30,68,1.92,BR,1691797948
483,sana,15.3547,44.2067,293.94,40,91,0.9,YE,1691797948
484,lata,40.1629,-8.3327,294.3,98,38,1.41,PT,1691797948
485,prado,-17.3411,-39.2208,295.69,84,22,3.66,BR,1691797948
486,al bawiti,28.3492,28.8659,296.85,61,0,4.78,EG,1691797948
487,karatuzskoye,53.6072,92.8667,288.08,97,100,0.95,RU,1691797948
488,nadym,65.5333,72.5167,276.33,72,7,8.45,RU,1691797949
489,obo,5.3998,26.4869,293.74,94,66,0.34,CF,1691797949
490,al bayda',32.7627,21.7551,293.69,75,29,6.28,LY,1691797949
491,cabo san lucas,22.8909,-109.9124,307.38,73,20,2.67,MX,1691797828
492,souillac,-20.5167,57.5167,295.36,94,40,5.66,MU,1691797949
493,cill airne,52.05,-9.5167,288.77,95,100,4.52,IE,1691797949
494,salto,-31.3833,-57.9667,285.86,71,92,2.68,UY,1691797766
495,duba,27.3513,35.6901,304.07,62,0,4.2,SA,1691797950
496,puerto quijarro,-17.7833,-57.7667,302.01,33,85,0.94,BO,1691797950
497,es castell,39.8795,4.2854,295.53,100,0,2.57,ES,1691797950
498,suva,-18.1416,178.4415,296.86,57,75,4.12,FJ,1691797950
499,qamdo,31.1667,97.2333,282.15,83,100,1.17,CN,1691797950
500,rio gallegos,-51.6226,-69.2181,274.18,75,0,4.12,AR,1691797951
501,ujae,8.9322,165.7642,301.32,75,95,3.03,MH,1691797951
502,zapolyarnyy,69.4154,30.8136,289.75,62,93,3.14,RU,1691797951
503,mount pearl,47.5166,-52.7813,291.01,92,75,3.09,CA,1691797951
504,sinan,34.8262,126.1086,299.21,83,0,3.08,KR,1691797951
505,ndele,8.4109,20.6473,294.41,96,98,0.94,CF,1691797951
506,alaghsas,17.0187,8.0168,304.55,46,67,3.33,NE,1691797952
507,catriel,-37.8791,-67.7956,282.78,30,82,7.64,AR,1691797952
508,miranda,3.2499,-76.2281,300.22,90,87,2.05,CO,1691797952
509,abreus,22.2775,-80.5675,303.32,65,78,2.28,CU,1691797952
510,sharlyk,52.9167,54.75,287.91,66,7,2.0,RU,1691797952
511,greymouth,-42.4667,171.2,279.94,86,100,1.85,NZ,1691797659
512,kuanda,56.3161,116.0806,289.98,96,100,0.89,RU,1691797953
513,kutum,14.2,24.6667,296.0,68,75,2.49,SD,1691797953
514,imbituba,-28.24,-48.6703,295.29,86,80,2.33,BR,1691797953
515,puente alto,-33.6167,-70.5833,288.15,56,82,1.9,CL,1691797924
516,uliastay,47.7417,96.8444,290.9,47,49,2.31,MN,1691797953
517,piacabucu,-10.4056,-36.4344,296.33,86,34,5.17,BR,1691797953
518,biscarrosse,44.3945,-1.1672,292.12,100,0,0.0,FR,1691797953
519,itoman,26.1247,127.6694,302.36,89,20,1.54,JP,1691797953
520,brookings,44.3114,-96.7984,300.47,57,0,8.23,US,1691797954
521,mamit,23.9333,92.4833,294.84,88,100,1.75,IN,1691797954
522,hanceville,34.0607,-86.7675,303.24,73,9,1.53,US,1691797954
523,shahba,32.8551,36.629,297.57,40,0,0.62,SY,1691797954
524,preston,53.7667,-2.7167,290.31,80,4,4.01,GB,1691797954
525,monforte del cid,38.3686,-0.7044,299.3,80,20,1.54,ES,1691797955
526,laguna,38.421,-121.4238,307.09,37,0,3.09,US,1691797955
527,ciudad bolivar,8.1222,-63.5497,302.97,58,44,4.41,VE,1691797955
528,al hazm,16.1641,44.7769,300.0,51,98,6.06,YE,1691797955
529,ulaangom,49.9811,92.0667,293.69,45,81,1.75,MN,1691797955
530,awjilah,29.1081,21.2869,299.61,43,0,7.14,LY,1691797955
531,arar,30.9753,41.0381,304.16,11,0,3.6,SA,1691797955
532,slawharad,53.4446,31.0014,288.26,93,100,4.96,BY,1691797956
533,westport,41.1415,-73.3579,301.05,60,0,4.12,US,1691797880
534,ankazobe,-18.3167,47.1167,288.14,78,93,1.3,MG,1691797956
535,hola,51.5377,23.1902,285.25,65,11,1.24,PL,1691797956
536,antsiranana,-12.2787,49.2917,294.92,81,4,5.55,MG,1691797956
537,tahe,52.3333,124.7333,290.74,94,97,0.72,CN,1691797956
538,siwa oasis,29.2041,25.5195,300.29,50,0,4.03,EG,1691797956
539,mangaratiba,-22.9597,-44.0406,296.63,79,0,2.91,BR,1691797957
540,ta`u,-14.2336,-169.5144,300.61,80,100,7.44,AS,1691797957
541,san pedro pochutla,15.7333,-96.4667,304.1,77,71,2.65,MX,1691797957
542,cidreira,-30.1811,-50.2056,290.12,93,73,2.7,BR,1691797957
543,kakata,6.53,-10.3517,295.9,94,92,1.33,LR,1691797957
544,esmeraldas,-19.7625,-44.3139,296.73,46,6,1.4,BR,1691797958
545,christchurch,-43.5333,172.6333,283.38,80,100,3.6,NZ,1691797790
546,bodo,67.28,14.405,288.4,76,75,7.2,NO,1691797958
547,acarau,-2.8856,-40.12,298.6,80,1,7.12,BR,1691797958
548,chui,-33.6971,-53.4616,286.23,42,12,4.72,UY,1691797958
549,ankazoabo,-22.2833,44.5167,286.08,60,0,2.54,MG,1691797958
550,yuxi,24.355,102.5422,292.85,95,100,0.79,CN,1691797959
551,altayskoye,51.9533,85.3325,288.02,99,100,2.57,RU,1691797959
552,mitsamiouli,-11.3847,43.2844,297.41,73,7,1.8,KM,1691797959
553,manta,-0.95,-80.7333,300.03,78,0,7.6,EC,1691797959
554,uzgen,40.7699,73.3007,293.31,68,86,3.09,KG,1691797959
555,thinadhoo,0.5333,72.9333,300.92,71,100,5.35,MV,1691797959
556,bridgewater,44.3835,-64.5155,293.97,77,33,6.17,CA,1691797749
557,linhares,-19.3911,-40.0722,294.04,88,13,1.63,BR,1691797960
558,maintirano,-18.0667,44.0167,296.05,70,62,5.76,MG,1691797960
559,nikol'sk,53.7189,46.0712,290.38,60,50,3.17,RU,1691797960
560,waddan,29.1614,16.139,297.29,59,0,5.24,LY,1691797960
561,sumberpucung,-8.1586,112.4829,293.81,82,85,1.16,ID,1691797960
562,buchanan,5.8808,-10.0467,297.93,83,95,4.31,LR,1691797960
563,horasan,40.0458,42.1728,294.18,48,31,1.97,TR,1691797961
564,kapa'a,22.0752,-159.319,303.33,72,100,4.63,US,1691797961
565,puerto san jose,13.9256,-90.8244,302.38,79,100,1.84,GT,1691797961
566,kourou,5.1552,-52.6478,300.18,82,75,3.55,GF,1691797961
567,kovalam,8.3667,76.9967,300.2,89,40,2.57,IN,1691797961
568,beaufort,5.3473,115.7455,299.27,85,91,0.8,MY,1691797868
569,bangassou,4.7413,22.8184,293.65,99,100,0.52,CF,1691797961
570,sanya,18.2431,109.505,302.24,84,75,1.0,CN,1691797962
571,ermelo,-26.5333,29.9833,279.44,53,0,1.16,ZA,1691797760
572,kota kinabalu,5.9749,116.0724,299.14,89,20,1.54,MY,1691797962
573,raduzhnyy,62.0961,77.475,280.02,57,3,6.91,RU,1691797962
574,moires,35.0532,24.8744,297.57,65,0,0.89,GR,1691797962
575,manda,-10.4667,34.5833,292.84,68,1,2.45,TZ,1691797962
576,ulladulla,-35.35,150.4667,288.39,47,87,1.99,AU,1691797962
577,cozumel,20.5083,-86.9458,306.19,78,20,4.63,MX,1691797820
578,taroa,8.7058,171.2275,301.06,80,38,7.16,MH,1691797963
579,terrace,54.5163,-128.6035,289.94,88,100,3.6,CA,1691797963
580,toktogul,41.8708,72.9402,292.7,54,0,0.92,KG,1691797963
581,namsos,64.4662,11.4957,284.1,100,100,3.6,NO,1691797963
582,hobyo,5.3505,48.5268,297.56,82,84,9.87,SO,1691797963
583,masterton,-40.9597,175.6575,282.53,76,78,2.1,NZ,1691797963
584,olyokminsk,60.3736,120.4264,292.93,89,100,1.1,RU,1691797963
585,nikolayevsk-on-amure,53.1406,140.73,294.86,63,72,0.52,RU,1691797964
586,itaituba,-4.2761,-55.9836,301.28,47,63,0.55,BR,1691797739
587,constitucion,-35.3333,-72.4167,282.65,64,54,5.57,CL,1691797964
588,san jose de jachal,-30.2406,-68.7469,284.41,40,100,2.01,AR,1691797964
589,mishan,45.55,131.8833,294.56,95,76,4.11,CN,1691797964
590,la sarre,48.8002,-79.1996,290.12,64,81,1.63,CA,1691797868
